chronname,city,state,level,control,basic,hbcu,flagship,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,ft_pct,fte_value,med_sat_value,aid_value,endow_value,grad_100_value,grad_150_value,pell_value,retain_value,ft_fac_value,state_sector_ct,carnegie_ct,counted_pct,cohort_size,num_similar
Miami University at Hamilton,Hamilton,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,3621,6.8,19.5,21.5,102456,74213,66436,69.6,2906,1059.8893044128647,4337.0,32544.04606112785,7.9,27.7,47.4,64.8,37.6,34,34,66.4,481.0,20.0
Miami University at Middletown,Middletown,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,2221,11.6,19.5,21.5,79028,74213,66436,59.9,1643,1059.8893044128647,4406.0,32544.04606112785,4.3,21.9,46.6,60.7,34.2,34,34,62.9,302.0,20.0
Miami University (Ohio),Oxford,Ohio,4-year,Public,Research Universities--high research activity,no,no,15462,23.4,19.5,21.5,71202,74213,66436,97.0,15850,1240.0,7490.0,32353.0,68.3,80.8,15.5,89.6,79.1,34,96,84.8,3456.0,20.0
Miami-Jacobs Career College at Dayton,Dayton,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,258,50.3,34.1,32.8,66574,35515,24795,62.4,247,1059.8893044128647,4506.0,32544.04606112785,15.0,45.0,89.8,51.5,25.0,42,517,60.0,20.0,20.0
Mount Carmel College of Nursing,Columbus,Ohio,4-year,Private not-for-profit,Other health professions schools,no,no,947,26.0,22.6,22.5,40788,79796,101725,69.2,1070,1030.0,5341.0,32544.04606112785,44.0,56.0,25.6,76.8,65.2,57,43,51.2,84.0,20.0
University of Mount Union,Alliance,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,2096,20.1,22.6,22.5,90287,79796,101725,98.1,2210,1050.0,15245.0,60126.0,53.3,62.7,31.8,73.7,52.0,57,343,91.5,593.0,20.0
Mount Vernon Nazarene University,Mount Vernon,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,1829,31.2,22.6,22.5,45307,79796,101725,79.3,1596,1071.0,11409.0,7108.0,48.9,59.7,42.5,72.8,36.9,57,169,48.9,350.0,20.0
College of Mount St. Joseph,Cincinnati,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,1795,23.6,22.6,22.5,53513,79796,101725,68.1,1547,989.0,12621.0,15917.0,38.5,56.7,31.5,69.3,48.3,57,169,62.3,335.0,20.0
Zane State College,Zanesville,Ohio,2-year,Public,Associates--Public Rural-serving Medium,no,no,3652,19.3,15.3,16.5,38394,42672,37780,36.1,2200,1059.8893044128647,3640.0,1553.0,17.5,26.0,55.9,51.9,30.4,25,289,56.2,593.0,20.0
Muskingum University,New Concord,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,1728,21.0,22.6,22.5,59505,79796,101725,83.2,1633,983.0,14018.0,31533.0,29.1,47.9,42.3,68.3,59.6,57,169,85.5,430.0,20.0
Fortis College at Cuyahoga Falls,Cuyahoga Falls,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,471,39.7,34.1,32.8,62289,35515,24795,83.7,740,1059.8893044128647,4788.0,32544.04606112785,14.3,48.7,70.6,90.0,28.1,42,517,59.1,540.0,20.0
Brown Mackie College-North Canton,Canton,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,563,36.3,27.6,24.6,33606,43576,38763,100.0,599,1059.8893044128647,3817.0,32544.04606112785,28.36446495529276,42.40758580905681,83.2,66.23185289957567,10.0,24,517,100.0,658.3060282665128,20.0
North Central State College,Mansfield,Ohio,2-year,Public,Associates--Public Rural-serving Medium,no,no,2958,20.2,15.3,16.5,43057,42672,37780,28.6,1805,1059.8893044128647,3384.0,1628.0,5.0,10.5,50.8,52.8,28.7,25,289,34.4,380.0,20.0
Northwest State Community College,Archbold,Ohio,2-year,Public,Associates--Public Rural-serving Medium,no,no,4603,16.9,15.3,16.5,40708,42672,37780,17.3,2406,1059.8893044128647,3008.0,438.0,6.6,27.3,56.1,59.2,18.7,25,289,13.5,286.0,20.0
Notre Dame College (Ohio),Cleveland,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,1989,11.5,22.6,22.5,96622,79796,101725,70.6,1485,943.0,14054.0,4022.0,18.3,38.7,34.9,60.3,25.7,57,343,50.8,230.0,20.0
University of Northwestern Ohio,Lima,Ohio,4-year,Private not-for-profit,Associates--Private Not-for-profit 4-year Primarily Associates,no,no,4117,35.6,22.6,22.5,19913,79796,101725,88.2,4210,1059.8893044128647,6135.0,32544.04606112785,22.1,44.1,50.3,67.6,50.0,57,7,77.7,68.0,20.0
Oberlin College,Oberlin,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,2894,25.2,22.6,22.5,192981,79796,101725,98.7,2915,1354.0,22801.0,261456.0,75.9,88.7,10.7,93.4,89.6,57,252,94.0,723.0,20.0
Ohio College of Massotherapy Inc,Akron,Ohio,2-year,Private not-for-profit,Associates--Private Not-for-profit,no,no,103,36.3,21.3,25.9,8160,29254,34510,70.9,92,1059.8893044128647,3657.0,32544.04606112785,42.9,42.9,65.1,56.5,0.0,3,73,54.7,35.0,0.0
Ohio Technical College,Cleveland,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,1119,55.3,34.1,32.8,34175,35515,24795,100.0,671,1059.8893044128647,5824.0,32544.04606112785,74.1,74.1,61.5,82.8,78.6,42,517,57.67591933570581,846.0,20.0
Ohio Dominican University,Columbus,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,2005,24.0,22.6,22.5,44826,79796,101725,69.4,1617,1028.0,14892.0,11865.0,28.6,40.9,34.7,66.2,38.8,57,386,98.2,391.0,20.0
Kaplan College at Dayton,Dayton,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,404,26.3,34.1,32.8,30724,35515,24795,100.0,724,1059.8893044128647,3762.0,32544.04606112785,0.0,52.5,61.4,67.8,26.7,42,517,57.67591933570581,261.0,20.0
Ohio Northern University,Ada,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,2702,19.1,22.6,22.5,102286,79796,101725,81.2,2451,1153.0,32777.0,44521.0,53.1,68.5,24.0,84.3,70.8,57,343,84.6,559.0,20.0
Ohio State University Agricultural Technical Institute,Wooster,Ohio,2-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,643,26.9,15.3,16.5,80353,42672,37780,86.2,559,1059.8893044128647,4330.0,5855.0,16.7,29.9,37.9,64.8,33.3,25,47,84.4,281.0,20.0
Ohio State University at Lima,Lima,Ohio,4-year,Public,Baccalaureate Colleges--Diverse Fields,no,no,1059,12.9,19.5,21.5,103730,74213,66436,82.3,954,1059.8893044128647,3745.0,4775.0,19.7,36.9,45.8,59.2,41.4,34,343,81.3,477.0,20.0
Ohio State University at Mansfield,Mansfield,Ohio,4-year,Public,Baccalaureate/Associates Colleges,no,no,1155,17.0,19.5,21.5,102118,74213,66436,83.7,1061,1059.8893044128647,4358.0,1846.0,20.1,41.5,47.0,63.2,42.5,34,124,76.9,513.0,20.0
Ohio State University at Marion,Marion,Ohio,4-year,Public,Baccalaureate/Associates Colleges,no,no,1230,14.2,19.5,21.5,117010,74213,66436,77.6,1017,1059.8893044128647,4352.0,4479.0,20.9,45.1,42.3,62.5,39.6,34,124,83.3,503.0,20.0
Ohio State University at Newark,Newark,Ohio,4-year,Public,Baccalaureate/Associates Colleges,no,no,2263,10.3,19.5,21.5,129619,74213,66436,83.2,1971,1059.8893044128647,3556.0,1621.0,19.0,43.2,42.1,57.4,34.3,34,124,88.4,1140.0,20.0
Ohio State University,Columbus,Ohio,4-year,Public,Research Universities--very high research activity,no,yes,44201,23.3,19.5,21.5,111278,74213,66436,90.5,41409,1289.0,8170.0,52745.0,58.5,83.2,22.2,92.4,70.0,34,106,70.8,6155.0,20.0
Ohio University Eastern Campus,Saint Clairsville,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,1091,2.5,19.5,21.5,276480,74213,66436,41.3,670,1059.8893044128647,3810.0,32544.04606112785,6.2,24.8,27.3,61.2,27.9,34,34,95.7,129.0,20.0
Ohio University at Chillicothe,Chillicothe,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,2330,10.5,19.5,21.5,67411,74213,66436,48.7,1801,1059.8893044128647,5213.0,32544.04606112785,4.0,16.0,54.4,50.5,19.4,34,34,81.1,150.0,20.0
Ohio University Southern Campus,Ironton,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,2012,10.8,19.5,21.5,73436,74213,66436,53.0,1587,1059.8893044128647,4899.0,32544.04606112785,9.6,17.6,50.3,51.3,26.9,34,34,95.1,136.0,20.0
Ohio University Lancaster Campus,Lancaster,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,2596,5.2,19.5,21.5,115119,74213,66436,47.1,1869,1059.8893044128647,4986.0,32544.04606112785,7.6,21.1,37.7,60.1,17.5,34,34,86.6,275.0,20.0
Ohio University,Athens,Ohio,4-year,Public,Research Universities--high research activity,no,no,23504,25.5,19.5,21.5,50957,74213,66436,71.3,21755,1104.0,6185.0,16736.0,47.9,66.4,23.4,78.6,65.8,34,96,99.7,3970.0,20.0
Ohio University at Zanesville,Zanesville,Ohio,4-year,Public,Associates--Public 4-year Primarily Associates,no,no,2042,8.4,19.5,21.5,97206,74213,66436,43.3,1529,1059.8893044128647,5002.0,32544.04606112785,19.5,38.5,41.8,51.9,35.1,34,34,89.3,169.0,20.0
Ohio Valley College of Technology,East Liverpool,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,183,35.5,34.1,32.8,22820,35515,24795,83.6,219,1059.8893044128647,5223.0,32544.04606112785,47.4,61.4,81.8,64.0,36.8,42,517,56.4,57.0,20.0
Ohio Wesleyan University,Delaware,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,1830,19.9,22.6,22.5,144194,79796,101725,98.9,1841,1123.0,25892.0,102736.0,53.6,63.2,21.8,80.1,69.0,57,252,96.5,576.0,20.0
Otterbein University,Westerville,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,2479,20.1,22.6,22.5,84040,79796,101725,89.0,2640,1087.0,14495.0,28859.0,1.7,58.9,25.5,76.4,58.6,57,169,79.3,632.0,20.0
Owens Community College Toledo,Perrysburg,Ohio,2-year,Public,Associates--Public Urban-serving Multicampus,no,no,14691,12.5,15.3,16.5,58065,42672,37780,34.5,9416,1059.8893044128647,3335.0,174.0,2.0,6.8,42.6,49.0,20.3,25,125,48.9,2157.0,20.0
Pontifical College Josephinum,Columbus,Ohio,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,135,20.8,22.6,22.5,127177,79796,101725,100.0,125,1059.8893044128647,4624.0,137636.0,59.1,77.3,7.6,84.2,61.1,57,106,57.9,22.0,0.0
Professional Skills Institute,Maumee,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,311,33.2,34.1,32.8,17378,35515,24795,100.0,490,1059.8893044128647,3162.0,32544.04606112785,26.7,46.7,69.3,72.2,36.5,42,517,23.7,30.0,20.0
Fortis College at Centerville,Centerville,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,2802,21.2,27.6,24.6,41663,43576,38763,100.0,4527,1059.8893044128647,6144.0,32544.04606112785,28.36446495529276,42.40758580905681,78.2,100.0,32.9,24,517,61.8,658.3060282665128,20.0
University of Rio Grande,Rio Grande,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,2206,22.0,22.6,22.5,45040,79796,101725,81.6,1862,1059.8893044128647,6182.0,10676.0,23.0,32.2,66.2,50.8,48.9,57,169,56.9,261.0,20.0
School of Advertising Art,Kettering,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,140,32.5,34.1,32.8,36523,35515,24795,98.6,105,1059.8893044128647,4315.0,32544.04606112785,60.3,60.3,42.1,82.9,50.0,42,517,100.0,63.0,20.0
Shawnee State University,Portsmouth,Ohio,4-year,Public,Baccalaureate Colleges--Arts & Sciences,no,no,4255,14.9,19.5,21.5,63954,74213,66436,85.4,4070,1059.8893044128647,5629.0,3661.0,13.0,24.4,55.7,52.0,48.1,34,252,40.3,508.0,20.0
Sinclair Community College,Dayton,Ohio,2-year,Public,Associates--Public Urban-serving Single Campus,no,no,19176,14.8,15.3,16.5,41140,42672,37780,35.3,13779,1059.8893044128647,3923.0,3199.0,4.7,11.5,44.0,45.8,28.5,25,31,44.8,2314.0,20.0
Gallipolis Career College,Gallipolis,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,105,24.8,34.1,32.8,44027,35515,24795,55.2,115,1059.8893044128647,3068.0,32544.04606112785,21.7,21.7,95.6,15.4,8.3,42,517,85.2,23.0,20.0
Daymar College at New Boston,New Boston,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,87,24.6,34.1,32.8,0,35515,24795,81.6,139,1059.8893044128647,4153.0,32544.04606112785,36.8,36.8,73.0,66.23185289957567,11.1,42,517,46.3,19.0,20.0
Daymar College - Lancaster,Lancaster,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,69,33.8,34.1,32.8,0,35515,24795,91.3,66,1059.8893044128647,5071.0,32544.04606112785,33.3,40.0,91.2,20.0,6.7,42,517,32.6,15.0,20.0
Daymar College - Chillicothe,Chillicothe,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,76,41.1,34.1,32.8,140759,35515,24795,82.9,132,1059.8893044128647,4010.0,32544.04606112785,28.3,45.0,78.7,80.0,18.2,42,517,53.6,60.0,20.0
Brown Mackie College at Cincinnati,Cincinnati,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,1045,31.5,27.6,24.6,38691,43576,38763,100.0,1089,1059.8893044128647,3918.0,32544.04606112785,28.36446495529276,42.40758580905681,82.7,66.7,19.7,24,517,100.0,658.3060282665128,20.0
Brown Mackie College at Akron,Akron,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,694,36.0,27.6,24.6,41157,43576,38763,100.0,770,1059.8893044128647,3613.0,32544.04606112785,28.36446495529276,42.40758580905681,81.8,0.0,15.9,24,517,100.0,658.3060282665128,20.0
Lincoln College of Technology - Cincinnati Tri-County,Cincinnati,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,123,48.8,34.1,32.8,0,35515,24795,100.0,272,1059.8893044128647,1930.0,32544.04606112785,33.8,36.4,97.0,49.1,77.8,42,517,88.5,195.0,20.0
Lincoln College of Technology at Dayton,Dayton,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,58,41.6,34.1,32.8,119379,35515,24795,100.0,188,1059.8893044128647,1726.0,32544.04606112785,25.7,25.7,86.7,31.9,80.0,42,517,94.4,113.0,20.0
Stark State College,North Canton,Ohio,2-year,Public,Associates--Public Rural-serving Large,no,no,15450,14.8,15.3,16.5,44069,42672,37780,28.9,7707,1059.8893044128647,3086.0,526.0,3.4,9.2,60.0,45.6,28.8,25,128,39.3,1799.0,20.0
Stautzenberger College,Maumee,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,790,31.4,34.1,32.8,25846,35515,24795,48.5,696,1059.8893044128647,3654.0,32544.04606112785,13.6,26.4,79.7,50.8,20.8,42,517,29.6,110.0,20.0
Franciscan University of Steubenville,Steubenville,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,2112,24.9,22.6,22.5,53942,79796,101725,94.2,2095,1163.0,7819.0,17992.0,60.8,71.3,26.4,86.3,52.8,57,169,69.7,436.0,20.0
Southern State Community College,Hillsboro,Ohio,2-year,Public,Associates--Public Rural-serving Medium,no,no,2431,21.3,15.3,16.5,33286,42672,37780,48.3,2418,1059.8893044128647,3529.0,801.0,12.3,21.8,59.9,46.9,36.0,25,289,42.4,514.0,20.0
Ohio Mid-Western College,Cincinnati,Ohio,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,no,no,140,7.6,22.6,22.5,271188,79796,101725,96.4,92,1059.8893044128647,14895.0,32544.04606112785,0.0,0.0,84.7,35.6,33.3,57,106,45.5,10.0,0.0
Terra State Community College,Fremont,Ohio,2-year,Public,Associates--Public Rural-serving Medium,no,no,2923,10.8,15.3,16.5,46943,42672,37780,37.4,2119,1059.8893044128647,3898.0,1676.0,5.7,12.3,51.0,39.7,13.3,25,289,37.4,513.0,20.0
Tiffin University,Tiffin,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,3764,11.1,22.6,22.5,35248,79796,101725,57.0,4127,969.0,7035.0,1541.0,33.8,43.2,61.7,64.9,22.2,57,386,96.9,308.0,20.0
University of Toledo,Toledo,Ohio,4-year,Public,Research Universities--high research activity,no,no,16153,18.0,19.5,21.5,78185,74213,66436,80.7,15399,1031.0,6998.0,2657.0,23.2,46.4,37.9,68.1,76.0,34,96,75.4,3383.0,20.0
Kaplan Career Institute - Cleveland Campus,Brooklyn,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,302,28.4,34.1,32.8,24921,35515,24795,100.0,464,1059.8893044128647,3071.0,32544.04606112785,0.0,70.0,43.5,65.7,11.1,42,517,57.67591933570581,223.0,20.0
Trumbull Business College,Warren,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,240,41.3,34.1,32.8,43628,35515,24795,69.2,222,1059.8893044128647,4486.0,32544.04606112785,25.0,26.9,92.8,56.2,26.2,42,517,47.7,52.0,20.0
Union Institute & University,Cincinnati,Ohio,4-year,Private not-for-profit,Doctoral/Research Universities,no,no,1241,52.7,22.6,22.5,32785,79796,101725,62.4,1125,1059.8893044128647,3987.0,543.0,25.0,31.2,60.8,44.4,14.4,57,79,6.3,16.0,20.0
Urbana University,Urbana,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,1584,18.0,22.6,22.5,73452,79796,101725,47.7,1020,1059.8893044128647,11683.0,2960.0,23.8,29.6,35.3,78.9,100.0,57,343,49.1,240.0,20.0
Ursuline College,Pepper Pike,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,no,no,805,31.4,22.6,22.5,51094,79796,101725,68.0,730,1018.0,12213.0,17022.0,28.2,50.0,42.3,65.2,31.9,57,106,38.1,110.0,20.0
Virginia Marti College of Art & Design,Lakewood,Ohio,2-year,Private for-profit,Associates--Private For-profit,no,no,173,30.8,34.1,32.8,59090,35515,24795,54.3,167,1059.8893044128647,4247.0,32544.04606112785,8.6,48.6,55.3,70.6,12.2,42,517,49.3,35.0,20.0
Walsh University,North Canton,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,no,no,2385,21.8,22.6,22.5,56804,79796,101725,80.3,2157,1047.0,13168.0,6031.0,43.7,55.2,33.1,73.5,44.3,57,169,74.8,453.0,20.0
Washington State Community College (Ohio),Marietta,Ohio,2-year,Public,Associates--Public Rural-serving Medium,no,no,1759,27.4,15.3,16.5,29674,42672,37780,41.0,1346,1059.8893044128647,3871.0,235.0,8.5,15.5,45.8,60.9,29.0,25,289,51.1,317.0,20.0
Wilberforce University,Wilberforce,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,yes,no,463,17.9,22.6,22.5,99677,79796,101725,97.4,507,1059.8893044128647,11178.0,20831.0,39.4,66.7,82.3,74.1,38.7,57,343,89.2,33.0,20.0
Wilmington College (Ohio),Wilmington,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,1169,22.9,22.6,22.5,63847,79796,101725,88.1,1202,1006.0,16686.0,25792.0,33.1,38.4,44.8,81.8,71.6,57,343,80.6,414.0,20.0
Wittenberg University,Springfield,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,1959,19.6,22.6,22.5,129957,79796,101725,94.6,1972,1119.0,21855.0,46513.0,58.6,62.6,26.4,74.4,66.8,57,252,92.1,551.0,20.0
College of Wooster,Wooster,Ohio,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,no,no,2116,20.7,22.6,22.5,159473,79796,101725,98.2,2020,1231.0,24917.0,122323.0,70.5,75.0,19.4,87.1,81.1,57,252,97.5,545.0,20.0
Wright State University,Dayton,Ohio,4-year,Public,Research Universities--high research activity,no,no,12796,18.5,19.5,21.5,72050,74213,66436,78.0,12000,1059.8893044128647,5964.0,7190.0,18.9,41.4,40.5,61.5,79.0,34,96,69.8,2371.0,20.0
Wright State University Lake Campus,Celina,Ohio,4-year,Public,Associates--Public 2-year colleges under 4-year universities,no,no,1096,16.6,19.5,21.5,43825,74213,66436,66.5,859,1059.8893044128647,5643.0,32544.04606112785,19.3,31.6,35.7,66.9,45.107476882430646,34,47,66.1,114.0,20.0
Xavier University (Ohio),Cincinnati,Ohio,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,4620,20.4,22.6,22.5,71794,79796,101725,89.8,4583,1132.0,16068.0,21298.0,66.1,76.3,18.3,83.4,52.7,57,386,100.0,852.0,20.0
"ITT Technical Institute (Youngstown, Ohio)",Youngstown,Ohio,4-year,Private for-profit,Associates--Private For-profit,no,no,472,34.8,27.6,24.6,41511,43576,38763,78.8,485,1059.8893044128647,4312.0,32544.04606112785,28.36446495529276,42.40758580905681,81.3,66.23185289957567,21.4,24,517,90.4,658.3060282665128,20.0
Youngstown State University,Youngstown,Ohio,4-year,Public,Masters Colleges and Universities--larger programs,no,no,12138,14.9,19.5,21.5,66941,74213,66436,77.7,10770,1059.8893044128647,5764.0,18487.0,8.8,33.4,51.2,69.3,40.1,34,386,73.4,1919.0,20.0
Bacone College,Muskogee,Oklahoma,4-year,Private not-for-profit,Baccalaureate/Associates Colleges,no,no,965,13.9,21.9,22.5,84284,76127,101725,88.2,988,836.0,3735.0,7354.0,0.0,3.2,94.5,33.1,29.3,12,124,54.9,126.0,20.0
Oklahoma Wesleyan University,Bartlesville,Oklahoma,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,no,no,1214,32.7,21.9,22.5,49245,76127,101725,47.0,959,981.0,8469.0,4484.0,49.5,56.9,42.1,50.4,30.8,12,343,37.4,109.0,20.0
Southern Nazarene University,Bethany,Oklahoma,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,no,no,1743,33.1,21.9,22.5,41901,76127,101725,93.7,1618,1059.8893044128647,14348.0,11081.0,33.2,47.0,53.7,67.6,22.6,12,386,80.8,319.0,20.0
